,site,scientificnameaccepted,quarter,yearcollected,Count (Dmnless)
1904,site_54.55_11.33,Eucratea loricata,4,1998,1
1905,site_54.55_11.33,Eucratea loricata,4,2000,1
1906,site_54.55_11.33,Eucratea loricata,4,2001,1
1907,site_54.55_11.33,Eucratea loricata,4,2002,1
1908,site_54.55_11.33,Eucratea loricata,4,2003,1
1909,site_54.55_11.33,Eudendrium,4,2000,1
1910,site_54.55_11.33,Eudendrium,4,2003,1
1911,site_54.55_11.33,Eudorella truncatula,3,2000,12
1912,site_54.55_11.33,Eulalia bilineata,4,2000,3
1913,site_54.55_11.33,Eulalia bilineata,4,2003,1
1914,site_54.55_11.33,Eumida sanguinea,4,2003,3
1915,site_54.55_11.33,Facelina bostoniensis,4,2003,3
1916,site_54.55_11.33,Facelina bostoniensis,4,2004,3
1917,site_54.55_11.33,Gammarellus homari,4,1994,3
1918,site_54.55_11.33,Gammarus salinus,4,1993,3
1919,site_54.55_11.33,Gastrosaccus spinifer,4,1992,20
1920,site_54.55_11.33,Gastrosaccus spinifer,4,1993,20
1921,site_54.55_11.33,Gastrosaccus spinifer,4,1995,3
1922,site_54.55_11.33,Gastrosaccus spinifer,4,1997,27
1923,site_54.55_11.33,Gastrosaccus spinifer,4,1998,102
1924,site_54.55_11.33,Gastrosaccus spinifer,4,2000,3
1925,site_54.55_11.33,Glycera alba,4,2001,10
1926,site_54.55_11.33,Halichondria panicea,4,2001,1
1927,site_54.55_11.33,Halichondria panicea,4,2003,1
1928,site_54.55_11.33,Haliclona (Haliclona) oculata,4,2003,1
1929,site_54.55_11.33,Haliclona limbata,4,2000,1
1930,site_54.55_11.33,Haliclona limbata,4,2001,1
1931,site_54.55_11.33,Haliclona limbata,4,2003,1
1932,site_54.55_11.33,Halicryptus spinulosus,2,1982,21
1933,site_54.55_11.33,Halicryptus spinulosus,4,1993,51
1934,site_54.55_11.33,Halicryptus spinulosus,4,1994,54
1935,site_54.55_11.33,Halicryptus spinulosus,4,1995,14
1936,site_54.55_11.33,Halicryptus spinulosus,4,1997,3
1937,site_54.55_11.33,Halicryptus spinulosus,4,1998,3
1938,site_54.55_11.33,Halicryptus spinulosus,4,2001,1
1939,site_54.55_11.33,Halicryptus spinulosus,4,2003,3
1940,site_54.55_11.33,Halisarca dujardinii,3,2000,1
1941,site_54.55_11.33,Halisarca dujardinii,4,2000,1
1942,site_54.55_11.33,Halisarca dujardinii,4,2001,1
1943,site_54.55_11.33,Halisarca dujardinii,4,2003,1
1944,site_54.55_11.33,Halisarca dujardinii,4,2004,1
1945,site_54.55_11.33,Harmothoe imbricata,4,1994,7
1946,site_54.55_11.33,Harmothoe imbricata,4,1998,3
1947,site_54.55_11.33,Harmothoe imbricata,4,2004,3
1948,site_54.55_11.33,Harmothoe impar,4,1994,3
1949,site_54.55_11.33,Harmothoe impar,4,1998,3
1950,site_54.55_11.33,Harmothoe impar,4,2001,1
1951,site_54.55_11.33,Harmothoe impar,4,2003,1
1952,site_54.55_11.33,Harmothoe impar,4,2004,3
1953,site_54.55_11.33,Hartlaubella gelatinosa,3,2000,1
1954,site_54.55_11.33,Hartlaubella gelatinosa,4,2000,1
1955,site_54.55_11.33,Hartlaubella gelatinosa,4,2001,1
1956,site_54.55_11.33,Hartlaubella gelatinosa,4,2003,1
1957,site_54.55_11.33,Hartlaubella gelatinosa,4,2004,1
1958,site_54.55_11.33,Hediste diversicolor,4,1992,3
1959,site_54.55_11.33,Heteromastus filiformis,3,2000,48
1960,site_54.55_11.33,Heteromastus filiformis,4,1994,3
1961,site_54.55_11.33,Heteromastus filiformis,4,1995,31
1962,site_54.55_11.33,Heteromastus filiformis,4,1997,269
1963,site_54.55_11.33,Heteromastus filiformis,4,1998,71
1964,site_54.55_11.33,Heteromastus filiformis,4,2000,37
1965,site_54.55_11.33,Heteromastus filiformis,4,2001,48
1966,site_54.55_11.33,Heteromastus filiformis,4,2003,14
1967,site_54.55_11.33,Heteromastus filiformis,4,2004,31
1968,site_54.55_11.33,Hiatella arctica,4,2003,1
1969,site_54.55_11.33,Hydrobia ulvae,4,1993,3
1970,site_54.55_11.33,Hydrobia ulvae,4,1997,3
1971,site_54.55_11.33,Hydrobia ulvae,4,1998,3
1972,site_54.55_11.33,Hydrobia ulvae,4,2001,1
1973,site_54.55_11.33,Hyperia galba,4,2003,1
1974,site_54.55_11.33,Hyperia galba,4,2004,1
1975,site_54.55_11.33,Lagis koreni,2,1982,3
1976,site_54.55_11.33,Lagis koreni,3,2000,66
1977,site_54.55_11.33,Lagis koreni,4,1994,207
1978,site_54.55_11.33,Lagis koreni,4,1995,3
1979,site_54.55_11.33,Lagis koreni,4,1997,17
1980,site_54.55_11.33,Lagis koreni,4,1998,20
1981,site_54.55_11.33,Lagis koreni,4,2000,357
1982,site_54.55_11.33,Lagis koreni,4,2001,65
1983,site_54.55_11.33,Lagis koreni,4,2003,201
1984,site_54.55_11.33,Lagis koreni,4,2004,78
1985,site_54.55_11.33,Lamellidoris muricata,4,2003,1
1986,site_54.55_11.33,Lepidonotus squamatus,4,2003,1
1987,site_54.55_11.33,Lepidonotus squamatus,4,2004,1
1988,site_54.55_11.33,Leucosolenia,4,2001,1
1989,site_54.55_11.33,Leucosolenia,4,2003,1
1990,site_54.55_11.33,Leucosolenia,4,2004,1
1991,site_54.55_11.33,Levinsenia gracilis,3,2000,6
1992,site_54.55_11.33,Levinsenia gracilis,4,2001,3
1993,site_54.55_11.33,Lineus ruber,4,2004,3
1994,site_54.55_11.33,Loxosomella,4,2001,1
1995,site_54.55_11.33,Macoma balthica,2,1982,15
1996,site_54.55_11.33,Macoma balthica,3,2000,6
1997,site_54.55_11.33,Macoma balthica,4,1998,27
1998,site_54.55_11.33,Macoma balthica,4,2000,3
1999,site_54.55_11.33,Macoma balthica,4,2004,3
2000,site_54.55_11.33,Maldanidae,4,1994,3
2001,site_54.55_11.33,Mediomastus fragilis,4,2001,1
2002,site_54.55_11.33,Melicertum octocostatum,4,2001,1
2003,site_54.55_11.33,Metridium senile,4,2000,7
2004,site_54.55_11.33,Metridium senile,4,2001,7
2005,site_54.55_11.33,Metridium senile,4,2004,1
2006,site_54.55_11.33,Microdeutopus gryllotalpa,4,2001,1
2007,site_54.55_11.33,Microphthalmus aberrans,4,2003,1
2008,site_54.55_11.33,Mucronella immersa,4,2004,1
2009,site_54.55_11.33,Musculus marmoratus,4,2003,1
2010,site_54.55_11.33,Mya arenaria,2,1982,6
2011,site_54.55_11.33,Mya arenaria,4,1994,17
2012,site_54.55_11.33,Mya arenaria,4,1995,7
2013,site_54.55_11.33,Mya arenaria,4,1997,10
2014,site_54.55_11.33,Mya arenaria,4,1998,7
2015,site_54.55_11.33,Mya arenaria,4,2003,1
2016,site_54.55_11.33,Mya arenaria,4,2004,1
2017,site_54.55_11.33,Mya truncata,3,2000,6
2018,site_54.55_11.33,Mya truncata,4,1998,7
2019,site_54.55_11.33,Mysella bidentata,4,1993,3
2020,site_54.55_11.33,Mysella bidentata,4,1994,3
2021,site_54.55_11.33,Mysella bidentata,4,1995,3
2022,site_54.55_11.33,Mysella bidentata,4,1997,17
2023,site_54.55_11.33,Mysella bidentata,4,1998,7
2024,site_54.55_11.33,Mysella bidentata,4,2004,167
2025,site_54.55_11.33,Mytilus edulis,2,1982,38
2026,site_54.55_11.33,Mytilus edulis,4,1993,17
2027,site_54.55_11.33,Mytilus edulis,4,1994,68
2028,site_54.55_11.33,Mytilus edulis,4,1995,34
2029,site_54.55_11.33,Mytilus edulis,4,1997,7
2030,site_54.55_11.33,Mytilus edulis,4,2000,7
2031,site_54.55_11.33,Mytilus edulis,4,2001,7
2032,site_54.55_11.33,Mytilus edulis,4,2003,1
2033,site_54.55_11.33,Mytilus edulis,4,2004,3
2034,site_54.55_11.33,Nais elinguis,4,1998,3
2035,site_54.55_11.33,Nemertina,4,1994,3
2036,site_54.55_11.33,Nemertina,4,2003,1
2037,site_54.55_11.33,Nemertina,4,2004,7
2038,site_54.55_11.33,Neomysis integer,4,2004,1
2039,site_54.55_11.33,Nephtys caeca,3,2000,6
2040,site_54.55_11.33,Nephtys caeca,4,1997,3
2041,site_54.55_11.33,Nephtys caeca,4,2001,7
2042,site_54.55_11.33,Nephtys caeca,4,2003,10
2043,site_54.55_11.33,Nephtys caeca,4,2004,7
2044,site_54.55_11.33,Nephtys ciliata,3,2000,42
2045,site_54.55_11.33,Nephtys ciliata,4,1997,10
2046,site_54.55_11.33,Nephtys ciliata,4,1998,17
2047,site_54.55_11.33,Nephtys ciliata,4,2000,54
2048,site_54.55_11.33,Nephtys ciliata,4,2001,34
2049,site_54.55_11.33,Nephtys ciliata,4,2004,24
2050,site_54.55_11.33,Nephtys hombergii,4,1994,10
2051,site_54.55_11.33,Nephtys hombergii,4,1995,3
2052,site_54.55_11.33,Nephtys hombergii,4,1997,14
2053,site_54.55_11.33,Nephtys hombergii,4,2001,7
2054,site_54.55_11.33,Nephtys hombergii,4,2002,1
2055,site_54.55_11.33,Nephtys hombergii,4,2003,3
2056,site_54.55_11.33,Nephtys hombergii,4,2004,44
2057,site_54.55_11.33,Nephtys kersivalensis,4,1998,3
2058,site_54.55_11.33,Nephtys longosetosa,4,1997,3
2059,site_54.55_11.33,Nephtys pente,4,2004,3
2060,site_54.55_11.33,Nereimyra punctata,4,1994,3
2061,site_54.55_11.33,Nereimyra punctata,4,1998,54
2062,site_54.55_11.33,Nereimyra punctata,4,2000,7
2063,site_54.55_11.33,Nereimyra punctata,4,2001,3
2064,site_54.55_11.33,Nereimyra punctata,4,2003,17
2065,site_54.55_11.33,Nereimyra punctata,4,2004,1
2066,site_54.55_11.33,Nereis pelagica,4,2003,1
2067,site_54.55_11.33,Nicolea zostericola,4,2004,1
2068,site_54.55_11.33,Nymphon brevirostre,4,2000,1
2069,site_54.55_11.33,Nymphon brevirostre,4,2001,1
2070,site_54.55_11.33,Nymphon brevirostre,4,2003,1
2071,site_54.55_11.33,Oligochaeta,2,1982,6
2072,site_54.55_11.33,Oligochaeta,4,1992,3
2073,site_54.55_11.33,Opercularella lacerata,4,2000,1
2074,site_54.55_11.33,Opercularella lacerata,4,2001,1
2075,site_54.55_11.33,Opercularella pumila,4,1998,1
2076,site_54.55_11.33,Opercularella pumila,4,2001,1
2077,site_54.55_11.33,Ophiura albida,3,2000,18
2078,site_54.55_11.33,Ophiura albida,4,1994,7
2079,site_54.55_11.33,Ophiura albida,4,1997,10
2080,site_54.55_11.33,Ophiura albida,4,1998,27
2081,site_54.55_11.33,Ophiura albida,4,2000,48
2082,site_54.55_11.33,Ophiura albida,4,2001,54
2083,site_54.55_11.33,Ophiura albida,4,2003,3
2084,site_54.55_11.33,Ophiura albida,4,2004,357
2085,site_54.55_11.33,Paraonis fulgens,3,2000,6
2086,site_54.55_11.33,Paraonis fulgens,4,1995,3
2087,site_54.55_11.33,Paraonis fulgens,4,1997,3
2088,site_54.55_11.33,Parvicardium ovale,4,1997,24
2089,site_54.55_11.33,Parvicardium ovale,4,1998,3
2090,site_54.55_11.33,Parvicardium ovale,4,2001,1
2091,site_54.55_11.33,Parvicardium ovale,4,2002,1
2092,site_54.55_11.33,Parvicardium ovale,4,2003,1
2093,site_54.55_11.33,Parvicardium ovale,4,2004,7
2094,site_54.55_11.33,Perigonimus,4,2000,1
2095,site_54.55_11.33,Phaxas pellucidus,4,1994,3
2096,site_54.55_11.33,Phaxas pellucidus,4,1997,3
2097,site_54.55_11.33,Phaxas pellucidus,4,2003,1
2098,site_54.55_11.33,Phaxas pellucidus,4,2004,10
2099,site_54.55_11.33,Pherusa plumosa,3,2000,6
2100,site_54.55_11.33,Pherusa plumosa,4,1994,3
2101,site_54.55_11.33,Pherusa plumosa,4,1997,20
2102,site_54.55_11.33,Pherusa plumosa,4,1998,10
2103,site_54.55_11.33,Pherusa plumosa,4,2000,3
2104,site_54.55_11.33,Pherusa plumosa,4,2001,10
2105,site_54.55_11.33,Pherusa plumosa,4,2003,1
2106,site_54.55_11.33,Pherusa plumosa,4,2004,3
2107,site_54.55_11.33,Pholoe,2,1982,6
2108,site_54.55_11.33,Pholoe,4,1994,3
2109,site_54.55_11.33,Pholoe assimilis,3,2000,48
2110,site_54.55_11.33,Pholoe assimilis,4,1997,34
2111,site_54.55_11.33,Pholoe assimilis,4,1998,48
2112,site_54.55_11.33,Pholoe assimilis,4,2000,17
2113,site_54.55_11.33,Pholoe assimilis,4,2001,7
2114,site_54.55_11.33,Pholoe assimilis,4,2003,3
2115,site_54.55_11.33,Pholoe assimilis,4,2004,105
2116,site_54.55_11.33,Pholoe baltica,4,1997,20
2117,site_54.55_11.33,Pholoe baltica,4,1998,7
2118,site_54.55_11.33,Pholoe baltica,4,2000,7
2119,site_54.55_11.33,Pholoe baltica,4,2001,1
2120,site_54.55_11.33,Pholoe baltica,4,2004,31
2121,site_54.55_11.33,Pholoe inornata,3,2000,18
2122,site_54.55_11.33,Pholoe inornata,4,2000,14
2123,site_54.55_11.33,Pholoe inornata,4,2001,10
2124,site_54.55_11.33,Pholoe inornata,4,2003,3
2125,site_54.55_11.33,Pholoe inornata,4,2004,10
2126,site_54.55_11.33,Phtisica marina,4,2004,3
2127,site_54.55_11.33,Phyllodoce (Anaitides) maculata,4,1994,44
2128,site_54.55_11.33,Phyllodoce (Anaitides) maculata,4,1998,99
2129,site_54.55_11.33,Phyllodoce (Anaitides) maculata,4,2000,1
2130,site_54.55_11.33,Phyllodoce (Anaitides) maculata,4,2001,3
2131,site_54.55_11.33,Phyllodoce (Anaitides) maculata,4,2003,1
2132,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,1994,48
2133,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,1997,7
2134,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,1998,7
2135,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,2000,3
2136,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,2001,27
2137,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,2003,17
2138,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,4,2004,7
2139,site_54.55_11.33,Polydora,4,1992,180
2140,site_54.55_11.33,Polydora (Polydora) quadrilobata,3,2000,12
2141,site_54.55_11.33,Polydora (Polydora) quadrilobata,4,2000,10
2142,site_54.55_11.33,Polydora (Polydora) quadrilobata,4,2001,10
2143,site_54.55_11.33,Polydora ciliata,2,1982,237
2144,site_54.55_11.33,Polydora ciliata,3,2000,12
2145,site_54.55_11.33,Polydora ciliata,4,1994,7
2146,site_54.55_11.33,Polydora ciliata,4,2000,3
2147,site_54.55_11.33,Polydora ciliata,4,2003,1
2148,site_54.55_11.33,Polydora cornuta,4,1993,10
2149,site_54.55_11.33,Pontoporeia femorata,4,1997,17
2150,site_54.55_11.33,Pontoporeia femorata,4,1998,7
2151,site_54.55_11.33,Praunus inermis,4,2004,1
2152,site_54.55_11.33,Priapulus caudatus,4,1997,3
2153,site_54.55_11.33,Priapulus caudatus,4,2003,24
2154,site_54.55_11.33,Priapulus caudatus,4,2004,3
2155,site_54.55_11.33,Prionospio steenstrupi,4,2001,1
2156,site_54.55_11.33,Prionospio steenstrupi,4,2003,3
2157,site_54.55_11.33,Prionospio steenstrupi,4,2004,10
2158,site_54.55_11.33,Pseudopolydora pulchra,4,2001,10
2159,site_54.55_11.33,Pseudopolydora pulchra,4,2004,3
2160,site_54.55_11.33,Pygospio elegans,4,2000,3
2161,site_54.55_11.33,Rathkea octopunctata,4,2001,1
2162,site_54.55_11.33,Retusa obtusa,4,2004,7
2163,site_54.55_11.33,Retusa truncatula,4,2004,7
2164,site_54.55_11.33,Scalibregma inflatum,4,1994,20
2165,site_54.55_11.33,Scalibregma inflatum,4,1997,48
2166,site_54.55_11.33,Scalibregma inflatum,4,1998,10
2167,site_54.55_11.33,Scalibregma inflatum,4,2001,3
2168,site_54.55_11.33,Scalibregma inflatum,4,2003,2180
2169,site_54.55_11.33,Scalibregma inflatum,4,2004,337
2170,site_54.55_11.33,Scoloplos armiger,3,2000,163
2171,site_54.55_11.33,Scoloplos armiger,4,1994,95
2172,site_54.55_11.33,Scoloplos armiger,4,1997,762
2173,site_54.55_11.33,Scoloplos armiger,4,1998,391
2174,site_54.55_11.33,Scoloplos armiger,4,2000,10
2175,site_54.55_11.33,Scoloplos armiger,4,2001,61
2176,site_54.55_11.33,Scoloplos armiger,4,2003,24
2177,site_54.55_11.33,Scoloplos armiger,4,2004,255
2178,site_54.55_11.33,Sertularia cupressina,4,2003,1
2179,site_54.55_11.33,Sphaerodorum flavum,4,2001,1
2180,site_54.55_11.33,Spio filicornis,4,1995,3
2181,site_54.55_11.33,Spio goniocephala,4,1997,27
2182,site_54.55_11.33,Spio goniocephala,4,1998,75
2183,site_54.55_11.33,Streptosyllis websteri,4,2003,1
2184,site_54.55_11.33,Streptosyllis websteri,4,2004,1
2185,site_54.55_11.33,Styela coriacea,3,2000,6
2186,site_54.55_11.33,Styela coriacea,4,2000,7
2187,site_54.55_11.33,Styela coriacea,4,2001,17
2188,site_54.55_11.33,Terebellides stroemii,3,2000,494
2189,site_54.55_11.33,Terebellides stroemii,4,1994,139
2190,site_54.55_11.33,Terebellides stroemii,4,1997,197
2191,site_54.55_11.33,Terebellides stroemii,4,1998,184
2192,site_54.55_11.33,Terebellides stroemii,4,2000,235
2193,site_54.55_11.33,Terebellides stroemii,4,2001,221
2194,site_54.55_11.33,Terebellides stroemii,4,2003,31
2195,site_54.55_11.33,Terebellides stroemii,4,2004,54
2196,site_54.55_11.33,Trochochaeta multisetosa,4,2000,3
2197,site_54.55_11.33,Trochochaeta multisetosa,4,2003,34
2198,site_54.55_11.33,Trochochaeta multisetosa,4,2004,10
2199,site_54.55_11.33,Turbellaria,4,1998,3
2200,site_54.55_11.33,Turbellaria,4,2003,3
2201,site_54.55_11.33,Valkeria uva,3,2000,1
2202,site_54.55_11.33,Valkeria uva,4,1998,1
2203,site_54.55_11.33,Valkeria uva,4,2000,1
2204,site_54.55_11.33,Valkeria uva,4,2002,1
2205,site_54.55_11.33,Valkeria uva,4,2003,1
2206,site_54.63_14.28,Alcyonidium polyoum,3,1999,1
2207,site_54.63_14.28,Alcyonidium polyoum,4,1998,1
2208,site_54.63_14.28,Alcyonidium polyoum,4,2000,1
2209,site_54.63_14.28,Alcyonidium polyoum,4,2001,1
2210,site_54.63_14.28,Alcyonidium polyoum,4,2002,1
2211,site_54.63_14.28,Alcyonidium polyoum,4,2003,1
2212,site_54.63_14.28,Alcyonidium polyoum,4,2004,1
2213,site_54.63_14.28,Ampharete baltica,4,1998,1
2214,site_54.63_14.28,Aricidea suecica,4,1994,1
2215,site_54.63_14.28,Bathyporeia pilosa,3,1999,3
2216,site_54.63_14.28,Bathyporeia pilosa,4,1994,2
2217,site_54.63_14.28,Bathyporeia pilosa,4,1995,4
2218,site_54.63_14.28,Bylgides sarsi,3,1999,146
2219,site_54.63_14.28,Bylgides sarsi,4,1987,44
2220,site_54.63_14.28,Bylgides sarsi,4,1992,5
2221,site_54.63_14.28,Bylgides sarsi,4,1993,2
2222,site_54.63_14.28,Bylgides sarsi,4,1994,17
2223,site_54.63_14.28,Bylgides sarsi,4,1995,80
2224,site_54.63_14.28,Bylgides sarsi,4,1997,7
2225,site_54.63_14.28,Bylgides sarsi,4,1998,3
2226,site_54.63_14.28,Bylgides sarsi,4,2000,24
2227,site_54.63_14.28,Bylgides sarsi,4,2001,1
2228,site_54.63_14.28,Bylgides sarsi,4,2002,1
2229,site_54.63_14.28,Bylgides sarsi,4,2003,1
2230,site_54.63_14.28,Bylgides sarsi,4,2004,10
2231,site_54.63_14.28,Capitella capitata,2,1980,9
2232,site_54.63_14.28,Cerastoderma glaucum,4,1993,2
2233,site_54.63_14.28,Corophium volutator,4,1993,7
2234,site_54.63_14.28,Corophium volutator,4,1995,6
2235,site_54.63_14.28,Crangon crangon,3,1999,1
2236,site_54.63_14.28,Crangon crangon,4,1993,9
2237,site_54.63_14.28,Crangon crangon,4,1995,4
2238,site_54.63_14.28,Crangon crangon,4,1998,1
2239,site_54.63_14.28,Crangon crangon,4,2000,1
2240,site_54.63_14.28,Crangon crangon,4,2001,1
2241,site_54.63_14.28,Crangon crangon,4,2002,1
2242,site_54.63_14.28,Crangon crangon,4,2003,1
2243,site_54.63_14.28,Crangon crangon,4,2004,1
2244,site_54.63_14.28,Diastylis rathkei,3,1999,425
2245,site_54.63_14.28,Diastylis rathkei,4,1987,26
2246,site_54.63_14.28,Diastylis rathkei,4,1991,7
2247,site_54.63_14.28,Diastylis rathkei,4,1993,48
2248,site_54.63_14.28,Diastylis rathkei,4,1994,144
2249,site_54.63_14.28,Diastylis rathkei,4,1995,599
2250,site_54.63_14.28,Diastylis rathkei,4,1997,112
2251,site_54.63_14.28,Diastylis rathkei,4,1998,112
2252,site_54.63_14.28,Diastylis rathkei,4,2000,58
2253,site_54.63_14.28,Diastylis rathkei,4,2001,10
2254,site_54.63_14.28,Diastylis rathkei,4,2002,51
2255,site_54.63_14.28,Diastylis rathkei,4,2003,58
2256,site_54.63_14.28,Diastylis rathkei,4,2004,82
2257,site_54.63_14.28,Electra crustulenta,3,1999,1
2258,site_54.63_14.28,Electra crustulenta,4,1998,1
2259,site_54.63_14.28,Electra crustulenta,4,2000,1
2260,site_54.63_14.28,Electra crustulenta,4,2001,1
2261,site_54.63_14.28,Electra crustulenta,4,2002,1
2262,site_54.63_14.28,Electra crustulenta,4,2003,1
2263,site_54.63_14.28,Electra crustulenta,4,2004,1
2264,site_54.63_14.28,Eucratea loricata,4,2001,1
2265,site_54.63_14.28,Fabricia stellaris,4,1998,17
2266,site_54.63_14.28,Gammarus oceanicus,3,1999,1
2267,site_54.63_14.28,Gammarus oceanicus,4,1998,1
2268,site_54.63_14.28,Gammarus oceanicus,4,2000,1
2269,site_54.63_14.28,Gammarus oceanicus,4,2001,3
2270,site_54.63_14.28,Gammarus oceanicus,4,2002,1
2271,site_54.63_14.28,Gammarus oceanicus,4,2003,1
2272,site_54.63_14.28,Gammarus oceanicus,4,2004,1
2273,site_54.63_14.28,Gammarus salinus,2,1980,18
2274,site_54.63_14.28,Gammarus salinus,3,1999,3
2275,site_54.63_14.28,Gammarus salinus,4,1987,3
2276,site_54.63_14.28,Gammarus salinus,4,1993,46
2277,site_54.63_14.28,Gammarus salinus,4,1995,85
2278,site_54.63_14.28,Gammarus salinus,4,1998,3
2279,site_54.63_14.28,Gammarus salinus,4,2000,1
2280,site_54.63_14.28,Gammarus salinus,4,2001,1
2281,site_54.63_14.28,Gammarus salinus,4,2002,3
2282,site_54.63_14.28,Gammarus salinus,4,2003,1
2283,site_54.63_14.28,Gammarus salinus,4,2004,1
2284,site_54.63_14.28,Gammarus zaddachi,3,1999,3
2285,site_54.63_14.28,Gammarus zaddachi,4,1993,54
2286,site_54.63_14.28,Gammarus zaddachi,4,1995,3
2287,site_54.63_14.28,Gammarus zaddachi,4,1998,1
2288,site_54.63_14.28,Gammarus zaddachi,4,2000,1
2289,site_54.63_14.28,Gammarus zaddachi,4,2001,3
2290,site_54.63_14.28,Gammarus zaddachi,4,2002,1
2291,site_54.63_14.28,Gammarus zaddachi,4,2003,1
2292,site_54.63_14.28,Gammarus zaddachi,4,2004,1
2293,site_54.63_14.28,Halicryptus spinulosus,3,1999,170
2294,site_54.63_14.28,Halicryptus spinulosus,4,1987,9
2295,site_54.63_14.28,Halicryptus spinulosus,4,1992,46
2296,site_54.63_14.28,Halicryptus spinulosus,4,1993,54
2297,site_54.63_14.28,Halicryptus spinulosus,4,1994,48
2298,site_54.63_14.28,Halicryptus spinulosus,4,1995,54
2299,site_54.63_14.28,Halicryptus spinulosus,4,1997,82
2300,site_54.63_14.28,Halicryptus spinulosus,4,1998,61
2301,site_54.63_14.28,Halicryptus spinulosus,4,2000,65
2302,site_54.63_14.28,Halicryptus spinulosus,4,2001,78
2303,site_54.63_14.28,Halicryptus spinulosus,4,2002,48
2304,site_54.63_14.28,Halicryptus spinulosus,4,2003,34
2305,site_54.63_14.28,Halicryptus spinulosus,4,2004,85
2306,site_54.63_14.28,Halitholus yoldiaarcticae,4,1998,1
2307,site_54.63_14.28,Hartlaubella gelatinosa,2,1980,1
2308,site_54.63_14.28,Hartlaubella gelatinosa,4,2000,1
2309,site_54.63_14.28,Hartlaubella gelatinosa,4,2001,1
2310,site_54.63_14.28,Hartlaubella gelatinosa,4,2002,1
2311,site_54.63_14.28,Hartlaubella gelatinosa,4,2003,1
2312,site_54.63_14.28,Hartlaubella gelatinosa,4,2004,1
2313,site_54.63_14.28,Hediste diversicolor,4,1995,2
2314,site_54.63_14.28,Hydrobia ulvae,4,1991,14
2315,site_54.63_14.28,Hydrobia ulvae,4,1992,5
2316,site_54.63_14.28,Hydrobia ulvae,4,1993,43
2317,site_54.63_14.28,Hydrobia ulvae,4,1994,91
2318,site_54.63_14.28,Hydrobia ulvae,4,1995,178
2319,site_54.63_14.28,Hydrobia ulvae,4,1997,17
2320,site_54.63_14.28,Hydrobia ulvae,4,2003,177
2321,site_54.63_14.28,Hydrobia ulvae,4,2004,391
2322,site_54.63_14.28,Hyperia galba,4,1998,1
2323,site_54.63_14.28,Hyperia galba,4,2004,1
2324,site_54.63_14.28,Idotea balthica,4,2004,1
2325,site_54.63_14.28,Idotea chelipes,4,2004,1
2326,site_54.63_14.28,Jaera albifrons,3,1999,7
2327,site_54.63_14.28,Jaera albifrons,4,1993,36
2328,site_54.63_14.28,Jaera albifrons,4,1995,9
2329,site_54.63_14.28,Jaera albifrons,4,1998,7
2330,site_54.63_14.28,Jaera albifrons,4,2000,1
2331,site_54.63_14.28,Jaera albifrons,4,2001,1
2332,site_54.63_14.28,Jaera albifrons,4,2002,1
2333,site_54.63_14.28,Jaera albifrons,4,2003,1
2334,site_54.63_14.28,Jaera albifrons,4,2004,1
2335,site_54.63_14.28,Laomedea flexuosa,4,1997,1
2336,site_54.63_14.28,Laomedea flexuosa,4,1998,1
2337,site_54.63_14.28,Macoma balthica,2,1980,519
2338,site_54.63_14.28,Macoma balthica,3,1999,1827
2339,site_54.63_14.28,Macoma balthica,4,1987,275
2340,site_54.63_14.28,Macoma balthica,4,1991,61
2341,site_54.63_14.28,Macoma balthica,4,1992,82
2342,site_54.63_14.28,Macoma balthica,4,1993,1293
2343,site_54.63_14.28,Macoma balthica,4,1994,2247
2344,site_54.63_14.28,Macoma balthica,4,1995,1846
2345,site_54.63_14.28,Macoma balthica,4,1997,1503
2346,site_54.63_14.28,Macoma balthica,4,1998,1456
2347,site_54.63_14.28,Macoma balthica,4,2000,1187
2348,site_54.63_14.28,Macoma balthica,4,2001,966
2349,site_54.63_14.28,Macoma balthica,4,2002,473
2350,site_54.63_14.28,Macoma balthica,4,2003,1017
2351,site_54.63_14.28,Macoma balthica,4,2004,724
2352,site_54.63_14.28,Marenzelleria neglecta,4,1993,10
2353,site_54.63_14.28,Marenzelleria neglecta,4,1994,6
2354,site_54.63_14.28,Marenzelleria neglecta,4,1995,5
2355,site_54.63_14.28,Monoporeia affinis,4,1987,65
2356,site_54.63_14.28,Monoporeia affinis,4,2001,3
2357,site_54.63_14.28,Monoporeia affinis,4,2002,10
2358,site_54.63_14.28,Mya arenaria,3,1999,54
2359,site_54.63_14.28,Mya arenaria,4,1987,6
2360,site_54.63_14.28,Mya arenaria,4,1991,27
2361,site_54.63_14.28,Mya arenaria,4,1992,5
2362,site_54.63_14.28,Mya arenaria,4,1993,32
2363,site_54.63_14.28,Mya arenaria,4,1994,22
2364,site_54.63_14.28,Mya arenaria,4,1995,45
2365,site_54.63_14.28,Mya arenaria,4,1997,48
2366,site_54.63_14.28,Mya arenaria,4,1998,10
2367,site_54.63_14.28,Mya arenaria,4,2000,20
