,site,MMDDYYY,scientificnameaccepted,Count (Dmnless)
464,site_54.18_11.75,7-22-1997,Gammarus salinus,3
465,site_54.18_11.75,3-11-1998,Gammarus salinus,3
466,site_54.18_11.75,2-12-1999,Gammarus salinus,1
467,site_54.18_11.75,2-13-2004,Gammarus salinus,1
468,site_54.18_11.75,10-30-2004,Gammarus salinus,1
469,site_54.18_11.75,2-8-2005,Gammarus salinus,1
470,site_54.18_11.75,10-26-2001,Garveia franciscana,1
471,site_54.18_11.75,8-5-1994,Gastrosaccus spinifer,39
472,site_54.18_11.75,3-11-1997,Gastrosaccus spinifer,28
473,site_54.18_11.75,11-7-1997,Gastrosaccus spinifer,41
474,site_54.18_11.75,3-11-1998,Gastrosaccus spinifer,3
475,site_54.18_11.75,7-23-1998,Gastrosaccus spinifer,12
476,site_54.18_11.75,11-3-1998,Gastrosaccus spinifer,6
477,site_54.18_11.75,2-12-1999,Gastrosaccus spinifer,14
478,site_54.18_11.75,3-16-1999,Gastrosaccus spinifer,16
479,site_54.18_11.75,8-4-1999,Gastrosaccus spinifer,3
480,site_54.18_11.75,11-16-1999,Gastrosaccus spinifer,25
481,site_54.18_11.75,2-18-2000,Gastrosaccus spinifer,1
482,site_54.18_11.75,4-12-2000,Gastrosaccus spinifer,9
483,site_54.18_11.75,8-30-2000,Gastrosaccus spinifer,44
484,site_54.18_11.75,6-28-2001,Gastrosaccus spinifer,7
485,site_54.18_11.75,2-14-2003,Gastrosaccus spinifer,1
486,site_54.18_11.75,8-21-2004,Gastrosaccus spinifer,3
487,site_54.18_11.75,10-30-2004,Gastrosaccus spinifer,51
488,site_54.18_11.75,2-8-2005,Gastrosaccus spinifer,88
489,site_54.18_11.75,11-16-1999,Gonothyraea loveni,1
490,site_54.18_11.75,2-18-2000,Gonothyraea loveni,1
491,site_54.18_11.75,8-30-2000,Halichondria panicea,1
492,site_54.18_11.75,10-30-2004,Halichondria panicea,1
493,site_54.18_11.75,2-8-2005,Haliclona (Haliclona) oculata,1
494,site_54.18_11.75,10-26-2001,Haliclona limbata,1
495,site_54.18_11.75,10-4-1995,Halicryptus spinulosus,3
496,site_54.18_11.75,5-15-1996,Halicryptus spinulosus,37
497,site_54.18_11.75,6-26-1996,Halicryptus spinulosus,16
498,site_54.18_11.75,9-24-1996,Halicryptus spinulosus,15
499,site_54.18_11.75,3-11-1997,Halicryptus spinulosus,16
500,site_54.18_11.75,7-22-1997,Halicryptus spinulosus,6
501,site_54.18_11.75,11-7-1997,Halicryptus spinulosus,6
502,site_54.18_11.75,3-11-1998,Halicryptus spinulosus,9
503,site_54.18_11.75,11-3-1998,Halicryptus spinulosus,3
504,site_54.18_11.75,2-12-1999,Halicryptus spinulosus,1
505,site_54.18_11.75,8-4-1999,Halicryptus spinulosus,3
506,site_54.18_11.75,8-30-2000,Halicryptus spinulosus,1
507,site_54.18_11.75,10-25-2000,Halicryptus spinulosus,3
508,site_54.18_11.75,3-27-2001,Halicryptus spinulosus,7
509,site_54.18_11.75,6-28-2001,Halicryptus spinulosus,3
510,site_54.18_11.75,10-26-2001,Halicryptus spinulosus,3
511,site_54.18_11.75,2-14-2003,Halicryptus spinulosus,7
512,site_54.18_11.75,8-21-2004,Halicryptus spinulosus,3
513,site_54.18_11.75,10-30-2004,Halicryptus spinulosus,3
514,site_54.18_11.75,2-12-1999,Halisarca dujardinii,1
515,site_54.18_11.75,10-30-2004,Halisarca dujardinii,1
516,site_54.18_11.75,2-12-1999,Halitholus yoldiaarcticae,1
517,site_54.18_11.75,6-28-2001,Halitholus yoldiaarcticae,1
518,site_54.18_11.75,2-5-2002,Halitholus yoldiaarcticae,1
519,site_54.18_11.75,2-14-2003,Halitholus yoldiaarcticae,1
520,site_54.18_11.75,2-13-2004,Halitholus yoldiaarcticae,1
521,site_54.18_11.75,8-5-1994,Harmothoe imbricata,13
522,site_54.18_11.75,11-3-1998,Harmothoe imbricata,12
523,site_54.18_11.75,2-12-1999,Harmothoe imbricata,3
524,site_54.18_11.75,8-30-2000,Harmothoe imbricata,1
525,site_54.18_11.75,6-28-2001,Harmothoe imbricata,7
526,site_54.18_11.75,10-26-2001,Harmothoe imbricata,3
527,site_54.18_11.75,2-5-2002,Harmothoe imbricata,1
528,site_54.18_11.75,10-14-2003,Harmothoe imbricata,1
529,site_54.18_11.75,2-8-2005,Harmothoe imbricata,1
530,site_54.18_11.75,8-4-1999,Harmothoe impar,6
531,site_54.18_11.75,2-18-2000,Harmothoe impar,1
532,site_54.18_11.75,10-26-2001,Harmothoe impar,3
533,site_54.18_11.75,2-5-2002,Harmothoe impar,7
534,site_54.18_11.75,10-14-2003,Harmothoe impar,1
535,site_54.18_11.75,2-8-2005,Harmothoe impar,1
536,site_54.18_11.75,8-30-2000,Hartlaubella gelatinosa,1
537,site_54.18_11.75,10-25-2000,Hartlaubella gelatinosa,1
538,site_54.18_11.75,3-27-2001,Hartlaubella gelatinosa,1
539,site_54.18_11.75,6-28-2001,Hartlaubella gelatinosa,1
540,site_54.18_11.75,10-26-2001,Hartlaubella gelatinosa,1
541,site_54.18_11.75,2-5-2002,Hartlaubella gelatinosa,1
542,site_54.18_11.75,2-14-2003,Hartlaubella gelatinosa,1
543,site_54.18_11.75,10-14-2003,Hartlaubella gelatinosa,1
544,site_54.18_11.75,2-13-2004,Hartlaubella gelatinosa,1
545,site_54.18_11.75,10-30-2004,Hartlaubella gelatinosa,1
546,site_54.18_11.75,8-5-1994,Hediste diversicolor,39
547,site_54.18_11.75,10-4-1995,Heteromastus filiformis,3
548,site_54.18_11.75,5-15-1996,Heteromastus filiformis,41
549,site_54.18_11.75,6-26-1996,Heteromastus filiformis,9
550,site_54.18_11.75,9-24-1996,Heteromastus filiformis,53
551,site_54.18_11.75,3-11-1997,Heteromastus filiformis,31
552,site_54.18_11.75,7-22-1997,Heteromastus filiformis,40
553,site_54.18_11.75,11-7-1997,Heteromastus filiformis,53
554,site_54.18_11.75,3-11-1998,Heteromastus filiformis,31
555,site_54.18_11.75,7-23-1998,Heteromastus filiformis,44
556,site_54.18_11.75,11-3-1998,Heteromastus filiformis,3
557,site_54.18_11.75,2-12-1999,Heteromastus filiformis,7
558,site_54.18_11.75,3-16-1999,Heteromastus filiformis,12
559,site_54.18_11.75,8-4-1999,Heteromastus filiformis,37
560,site_54.18_11.75,11-16-1999,Heteromastus filiformis,9
561,site_54.18_11.75,2-18-2000,Heteromastus filiformis,10
562,site_54.18_11.75,4-12-2000,Heteromastus filiformis,38
563,site_54.18_11.75,8-30-2000,Heteromastus filiformis,54
564,site_54.18_11.75,10-25-2000,Heteromastus filiformis,34
565,site_54.18_11.75,3-27-2001,Heteromastus filiformis,10
566,site_54.18_11.75,6-28-2001,Heteromastus filiformis,24
567,site_54.18_11.75,10-26-2001,Heteromastus filiformis,20
568,site_54.18_11.75,2-5-2002,Heteromastus filiformis,24
569,site_54.18_11.75,2-14-2003,Heteromastus filiformis,7
570,site_54.18_11.75,10-14-2003,Heteromastus filiformis,10
571,site_54.18_11.75,2-13-2004,Heteromastus filiformis,3
572,site_54.18_11.75,8-21-2004,Heteromastus filiformis,24
573,site_54.18_11.75,2-8-2005,Heteromastus filiformis,3
574,site_54.18_11.75,10-4-1995,Hydrobia ulvae,81
575,site_54.18_11.75,5-15-1996,Hydrobia ulvae,205
576,site_54.18_11.75,6-26-1996,Hydrobia ulvae,208
577,site_54.18_11.75,9-24-1996,Hydrobia ulvae,84
578,site_54.18_11.75,3-11-1997,Hydrobia ulvae,66
579,site_54.18_11.75,7-22-1997,Hydrobia ulvae,3
580,site_54.18_11.75,11-7-1997,Hydrobia ulvae,9
581,site_54.18_11.75,3-11-1998,Hydrobia ulvae,9
582,site_54.18_11.75,7-23-1998,Hydrobia ulvae,6
583,site_54.18_11.75,2-12-1999,Hydrobia ulvae,3
584,site_54.18_11.75,3-16-1999,Hydrobia ulvae,3
585,site_54.18_11.75,11-16-1999,Hydrobia ulvae,65
586,site_54.18_11.75,8-30-2000,Hydrobia ulvae,1
587,site_54.18_11.75,2-5-2002,Hydrobia ulvae,1
588,site_54.18_11.75,2-14-2003,Hydrobia ulvae,7
589,site_54.18_11.75,10-14-2003,Hydrobia ulvae,27
590,site_54.18_11.75,2-13-2004,Hydrobia ulvae,10
591,site_54.18_11.75,2-8-2005,Hydrobia ulvae,3
592,site_54.18_11.75,2-12-1999,Idotea balthica,1
593,site_54.18_11.75,10-14-2003,Idotea balthica,1
594,site_54.18_11.75,10-30-2004,Idotea balthica,1
595,site_54.18_11.75,2-8-2005,Idotea balthica,1
596,site_54.18_11.75,2-8-2005,Idotea chelipes,1
597,site_54.18_11.75,3-11-1998,Jaera albifrons,6
598,site_54.18_11.75,8-5-1994,Lagis koreni,39
599,site_54.18_11.75,9-24-1996,Lagis koreni,675
600,site_54.18_11.75,3-11-1997,Lagis koreni,787
601,site_54.18_11.75,7-22-1997,Lagis koreni,292
602,site_54.18_11.75,11-7-1997,Lagis koreni,87
603,site_54.18_11.75,3-11-1998,Lagis koreni,62
604,site_54.18_11.75,7-23-1998,Lagis koreni,9
605,site_54.18_11.75,11-3-1998,Lagis koreni,16
606,site_54.18_11.75,2-12-1999,Lagis koreni,24
607,site_54.18_11.75,3-16-1999,Lagis koreni,19
608,site_54.18_11.75,8-4-1999,Lagis koreni,3
609,site_54.18_11.75,11-16-1999,Lagis koreni,87
610,site_54.18_11.75,2-18-2000,Lagis koreni,136
611,site_54.18_11.75,4-12-2000,Lagis koreni,53
612,site_54.18_11.75,8-30-2000,Lagis koreni,177
613,site_54.18_11.75,10-25-2000,Lagis koreni,218
614,site_54.18_11.75,6-28-2001,Lagis koreni,3
615,site_54.18_11.75,10-26-2001,Lagis koreni,82
616,site_54.18_11.75,2-5-2002,Lagis koreni,24
617,site_54.18_11.75,2-14-2003,Lagis koreni,1
618,site_54.18_11.75,10-14-2003,Lagis koreni,1187
619,site_54.18_11.75,2-13-2004,Lagis koreni,748
620,site_54.18_11.75,8-21-2004,Lagis koreni,585
621,site_54.18_11.75,10-30-2004,Lagis koreni,667
622,site_54.18_11.75,2-8-2005,Lagis koreni,548
623,site_54.18_11.75,2-12-1999,Laomedea flexuosa,1
624,site_54.18_11.75,2-12-1999,Lineus ruber,37
625,site_54.18_11.75,2-18-2000,Lineus ruber,1
626,site_54.18_11.75,8-30-2000,Lineus ruber,10
627,site_54.18_11.75,10-25-2000,Lineus ruber,3
628,site_54.18_11.75,3-27-2001,Lineus ruber,17
629,site_54.18_11.75,6-28-2001,Lineus ruber,7
630,site_54.18_11.75,10-26-2001,Lineus ruber,14
631,site_54.18_11.75,2-5-2002,Lineus ruber,10
632,site_54.18_11.75,2-8-2005,Lineus ruber,1
633,site_54.18_11.75,8-30-2000,Littorina littorea,1
634,site_54.18_11.75,2-8-2005,Littorina littorea,1
635,site_54.18_11.75,8-5-1994,Macoma balthica,156
636,site_54.18_11.75,10-4-1995,Macoma balthica,47
637,site_54.18_11.75,5-15-1996,Macoma balthica,34
638,site_54.18_11.75,6-26-1996,Macoma balthica,28
639,site_54.18_11.75,9-24-1996,Macoma balthica,174
640,site_54.18_11.75,3-11-1997,Macoma balthica,202
641,site_54.18_11.75,7-22-1997,Macoma balthica,731
642,site_54.18_11.75,11-7-1997,Macoma balthica,603
643,site_54.18_11.75,3-11-1998,Macoma balthica,404
644,site_54.18_11.75,7-23-1998,Macoma balthica,491
645,site_54.18_11.75,11-3-1998,Macoma balthica,448
646,site_54.18_11.75,2-12-1999,Macoma balthica,78
647,site_54.18_11.75,3-16-1999,Macoma balthica,180
648,site_54.18_11.75,8-4-1999,Macoma balthica,87
649,site_54.18_11.75,11-16-1999,Macoma balthica,106
650,site_54.18_11.75,2-18-2000,Macoma balthica,20
651,site_54.18_11.75,4-12-2000,Macoma balthica,96
652,site_54.18_11.75,8-30-2000,Macoma balthica,31
653,site_54.18_11.75,10-25-2000,Macoma balthica,3
654,site_54.18_11.75,3-27-2001,Macoma balthica,3
655,site_54.18_11.75,6-28-2001,Macoma balthica,3
656,site_54.18_11.75,10-26-2001,Macoma balthica,3
657,site_54.18_11.75,2-5-2002,Macoma balthica,3
658,site_54.18_11.75,2-13-2004,Macoma balthica,10
659,site_54.18_11.75,2-8-2005,Macoma balthica,3
660,site_54.18_11.75,10-30-2004,Malacobdella grossa,7
661,site_54.18_11.75,8-4-1999,Marenzelleria neglecta,3
662,site_54.18_11.75,5-15-1996,Melicertum octocostatum,1
663,site_54.18_11.75,6-26-1996,Melicertum octocostatum,1
664,site_54.18_11.75,9-24-1996,Melicertum octocostatum,1
665,site_54.18_11.75,10-14-2003,Melita palmata,1
666,site_54.18_11.75,8-5-1994,Metridium senile,1
667,site_54.18_11.75,2-18-2000,Metridium senile,1
668,site_54.18_11.75,10-25-2000,Metridium senile,1
669,site_54.18_11.75,10-26-2001,Metridium senile,1
670,site_54.18_11.75,2-5-2002,Metridium senile,1
671,site_54.18_11.75,2-14-2003,Metridium senile,1
672,site_54.18_11.75,10-30-2004,Metridium senile,1
673,site_54.18_11.75,2-8-2005,Metridium senile,1
674,site_54.18_11.75,10-4-1995,Microdeutopus gryllotalpa,6
675,site_54.18_11.75,5-15-1996,Microdeutopus gryllotalpa,3
676,site_54.18_11.75,2-12-1999,Microdeutopus gryllotalpa,1
677,site_54.18_11.75,2-18-2000,Microdeutopus gryllotalpa,1
678,site_54.18_11.75,4-12-2000,Microdeutopus gryllotalpa,3
679,site_54.18_11.75,10-25-2000,Microdeutopus gryllotalpa,1
680,site_54.18_11.75,6-28-2001,Microdeutopus gryllotalpa,1
681,site_54.18_11.75,2-5-2002,Microdeutopus gryllotalpa,1
682,site_54.18_11.75,2-14-2003,Microdeutopus gryllotalpa,3
683,site_54.18_11.75,10-30-2004,Microdeutopus gryllotalpa,1
684,site_54.18_11.75,2-8-2005,Microdeutopus gryllotalpa,7
685,site_54.18_11.75,10-26-2001,Microphthalmus aberrans,7
686,site_54.18_11.75,2-18-2000,Molgula manhattensis,1
687,site_54.18_11.75,10-25-2000,Molgula manhattensis,1
688,site_54.18_11.75,6-28-2001,Molgula manhattensis,1
689,site_54.18_11.75,2-5-2002,Molgula manhattensis,7
690,site_54.18_11.75,2-14-2003,Molgula manhattensis,1
691,site_54.18_11.75,10-4-1995,Mya arenaria,6
692,site_54.18_11.75,3-11-1997,Mya arenaria,3
693,site_54.18_11.75,7-22-1997,Mya arenaria,3
694,site_54.18_11.75,11-7-1997,Mya arenaria,3
695,site_54.18_11.75,8-4-1999,Mya arenaria,9
696,site_54.18_11.75,11-16-1999,Mya arenaria,3
697,site_54.18_11.75,10-26-2001,Mya arenaria,3
698,site_54.18_11.75,2-5-2002,Mya arenaria,7
699,site_54.18_11.75,10-14-2003,Mya arenaria,1
700,site_54.18_11.75,2-13-2004,Mya arenaria,1
701,site_54.18_11.75,8-21-2004,Mya arenaria,1
702,site_54.18_11.75,2-8-2005,Mya arenaria,1
703,site_54.18_11.75,8-4-1999,Mya truncata,3
704,site_54.18_11.75,8-30-2000,Mya truncata,31
705,site_54.18_11.75,10-25-2000,Mya truncata,92
706,site_54.18_11.75,3-27-2001,Mya truncata,14
707,site_54.18_11.75,6-28-2001,Mya truncata,10
708,site_54.18_11.75,10-26-2001,Mya truncata,3
709,site_54.18_11.75,5-15-1996,Mysella bidentata,115
710,site_54.18_11.75,6-26-1996,Mysella bidentata,81
711,site_54.18_11.75,9-24-1996,Mysella bidentata,112
712,site_54.18_11.75,3-11-1997,Mysella bidentata,174
713,site_54.18_11.75,7-22-1997,Mysella bidentata,127
714,site_54.18_11.75,11-7-1997,Mysella bidentata,171
715,site_54.18_11.75,3-11-1998,Mysella bidentata,87
716,site_54.18_11.75,7-23-1998,Mysella bidentata,53
717,site_54.18_11.75,11-3-1998,Mysella bidentata,25
718,site_54.18_11.75,2-12-1999,Mysella bidentata,27
719,site_54.18_11.75,3-16-1999,Mysella bidentata,31
720,site_54.18_11.75,8-4-1999,Mysella bidentata,56
721,site_54.18_11.75,11-16-1999,Mysella bidentata,84
722,site_54.18_11.75,2-18-2000,Mysella bidentata,7
723,site_54.18_11.75,4-12-2000,Mysella bidentata,34
724,site_54.18_11.75,8-30-2000,Mysella bidentata,14
725,site_54.18_11.75,10-25-2000,Mysella bidentata,61
726,site_54.18_11.75,3-27-2001,Mysella bidentata,31
727,site_54.18_11.75,6-28-2001,Mysella bidentata,44
728,site_54.18_11.75,10-26-2001,Mysella bidentata,41
729,site_54.18_11.75,2-5-2002,Mysella bidentata,17
730,site_54.18_11.75,2-14-2003,Mysella bidentata,92
731,site_54.18_11.75,10-14-2003,Mysella bidentata,330
732,site_54.18_11.75,2-13-2004,Mysella bidentata,289
733,site_54.18_11.75,8-21-2004,Mysella bidentata,173
734,site_54.18_11.75,10-30-2004,Mysella bidentata,265
735,site_54.18_11.75,2-8-2005,Mysella bidentata,293
736,site_54.18_11.75,2-12-1999,Mysis mixta,1
737,site_54.18_11.75,8-30-2000,Mysis mixta,1
738,site_54.18_11.75,2-5-2002,Mysis mixta,1
739,site_54.18_11.75,8-21-2004,Mysis mixta,1
740,site_54.18_11.75,10-4-1995,Mytilus edulis,3
741,site_54.18_11.75,5-15-1996,Mytilus edulis,12
742,site_54.18_11.75,9-24-1996,Mytilus edulis,16
743,site_54.18_11.75,3-11-1997,Mytilus edulis,3
744,site_54.18_11.75,7-22-1997,Mytilus edulis,3
745,site_54.18_11.75,11-7-1997,Mytilus edulis,6
746,site_54.18_11.75,3-11-1998,Mytilus edulis,100
747,site_54.18_11.75,7-23-1998,Mytilus edulis,97
748,site_54.18_11.75,11-3-1998,Mytilus edulis,12
749,site_54.18_11.75,2-12-1999,Mytilus edulis,65
750,site_54.18_11.75,3-16-1999,Mytilus edulis,12
751,site_54.18_11.75,8-4-1999,Mytilus edulis,34
752,site_54.18_11.75,11-16-1999,Mytilus edulis,1
753,site_54.18_11.75,2-18-2000,Mytilus edulis,3
754,site_54.18_11.75,8-30-2000,Mytilus edulis,156
755,site_54.18_11.75,10-25-2000,Mytilus edulis,88
756,site_54.18_11.75,3-27-2001,Mytilus edulis,58
757,site_54.18_11.75,6-28-2001,Mytilus edulis,44
758,site_54.18_11.75,10-26-2001,Mytilus edulis,31
759,site_54.18_11.75,2-5-2002,Mytilus edulis,201
760,site_54.18_11.75,2-14-2003,Mytilus edulis,17
761,site_54.18_11.75,10-14-2003,Mytilus edulis,7
762,site_54.18_11.75,2-13-2004,Mytilus edulis,3
763,site_54.18_11.75,8-21-2004,Mytilus edulis,7
764,site_54.18_11.75,10-30-2004,Mytilus edulis,61
765,site_54.18_11.75,2-8-2005,Mytilus edulis,2476
766,site_54.18_11.75,10-4-1995,Neanthes succinea,3
767,site_54.18_11.75,8-30-2000,Neanthes succinea,1
768,site_54.18_11.75,2-14-2003,Neanthes succinea,1
769,site_54.18_11.75,8-5-1994,Nemertina,130
770,site_54.18_11.75,9-24-1996,Nemertina,6
771,site_54.18_11.75,3-11-1997,Nemertina,3
772,site_54.18_11.75,7-22-1997,Nemertina,3
773,site_54.18_11.75,11-7-1997,Nemertina,3
774,site_54.18_11.75,3-11-1998,Nemertina,19
775,site_54.18_11.75,11-3-1998,Nemertina,9
776,site_54.18_11.75,3-16-1999,Nemertina,22
777,site_54.18_11.75,8-4-1999,Nemertina,25
778,site_54.18_11.75,11-16-1999,Nemertina,3
779,site_54.18_11.75,2-18-2000,Nemertina,3
780,site_54.18_11.75,4-12-2000,Nemertina,9
781,site_54.18_11.75,8-30-2000,Nemertina,14
782,site_54.18_11.75,10-25-2000,Nemertina,10
783,site_54.18_11.75,3-27-2001,Nemertina,10
784,site_54.18_11.75,10-26-2001,Nemertina,7
785,site_54.18_11.75,2-5-2002,Nemertina,7
786,site_54.18_11.75,8-21-2004,Nemertina,1
787,site_54.18_11.75,10-30-2004,Nemertina,17
788,site_54.18_11.75,2-8-2005,Nemertina,17
789,site_54.18_11.75,8-5-1994,Nephtys,26
790,site_54.18_11.75,3-11-1998,Nephtys,3
791,site_54.18_11.75,7-23-1998,Nephtys,28
792,site_54.18_11.75,11-3-1998,Nephtys,65
793,site_54.18_11.75,3-16-1999,Nephtys,106
794,site_54.18_11.75,8-4-1999,Nephtys,81
795,site_54.18_11.75,11-16-1999,Nephtys,62
796,site_54.18_11.75,4-12-2000,Nephtys,53
797,site_54.18_11.75,3-11-1998,Nephtys caeca,3
798,site_54.18_11.75,10-25-2000,Nephtys caeca,7
799,site_54.18_11.75,6-28-2001,Nephtys caeca,34
800,site_54.18_11.75,10-26-2001,Nephtys caeca,3
801,site_54.18_11.75,2-5-2002,Nephtys caeca,10
802,site_54.18_11.75,2-14-2003,Nephtys caeca,3
803,site_54.18_11.75,8-21-2004,Nephtys caeca,1
804,site_54.18_11.75,10-30-2004,Nephtys caeca,1
805,site_54.18_11.75,7-22-1997,Nephtys ciliata,9
806,site_54.18_11.75,11-7-1997,Nephtys ciliata,3
807,site_54.18_11.75,3-11-1998,Nephtys ciliata,9
808,site_54.18_11.75,7-23-1998,Nephtys ciliata,41
809,site_54.18_11.75,11-3-1998,Nephtys ciliata,3
810,site_54.18_11.75,2-12-1999,Nephtys ciliata,3
811,site_54.18_11.75,3-16-1999,Nephtys ciliata,15
812,site_54.18_11.75,8-4-1999,Nephtys ciliata,50
813,site_54.18_11.75,11-16-1999,Nephtys ciliata,25
814,site_54.18_11.75,2-18-2000,Nephtys ciliata,1
815,site_54.18_11.75,4-12-2000,Nephtys ciliata,19
816,site_54.18_11.75,8-30-2000,Nephtys ciliata,20
817,site_54.18_11.75,10-25-2000,Nephtys ciliata,3
818,site_54.18_11.75,3-27-2001,Nephtys ciliata,3
819,site_54.18_11.75,6-28-2001,Nephtys ciliata,20
820,site_54.18_11.75,10-26-2001,Nephtys ciliata,14
821,site_54.18_11.75,2-5-2002,Nephtys ciliata,7
822,site_54.18_11.75,8-21-2004,Nephtys ciliata,17
823,site_54.18_11.75,2-8-2005,Nephtys ciliata,17
824,site_54.18_11.75,10-4-1995,Nephtys hombergii,93
825,site_54.18_11.75,5-15-1996,Nephtys hombergii,156
826,site_54.18_11.75,6-26-1996,Nephtys hombergii,109
827,site_54.18_11.75,9-24-1996,Nephtys hombergii,149
828,site_54.18_11.75,3-11-1997,Nephtys hombergii,96
829,site_54.18_11.75,7-22-1997,Nephtys hombergii,115
830,site_54.18_11.75,11-7-1997,Nephtys hombergii,128
831,site_54.18_11.75,3-11-1998,Nephtys hombergii,187
832,site_54.18_11.75,7-23-1998,Nephtys hombergii,93
833,site_54.18_11.75,11-3-1998,Nephtys hombergii,106
834,site_54.18_11.75,2-12-1999,Nephtys hombergii,187
835,site_54.18_11.75,3-16-1999,Nephtys hombergii,168
836,site_54.18_11.75,8-4-1999,Nephtys hombergii,81
837,site_54.18_11.75,11-16-1999,Nephtys hombergii,121
838,site_54.18_11.75,2-18-2000,Nephtys hombergii,65
839,site_54.18_11.75,4-12-2000,Nephtys hombergii,93
840,site_54.18_11.75,8-30-2000,Nephtys hombergii,85
841,site_54.18_11.75,10-25-2000,Nephtys hombergii,75
842,site_54.18_11.75,3-27-2001,Nephtys hombergii,71
843,site_54.18_11.75,6-28-2001,Nephtys hombergii,14
844,site_54.18_11.75,10-26-2001,Nephtys hombergii,20
845,site_54.18_11.75,2-5-2002,Nephtys hombergii,17
846,site_54.18_11.75,2-14-2003,Nephtys hombergii,37
847,site_54.18_11.75,10-14-2003,Nephtys hombergii,75
848,site_54.18_11.75,2-13-2004,Nephtys hombergii,133
849,site_54.18_11.75,8-21-2004,Nephtys hombergii,78
850,site_54.18_11.75,10-30-2004,Nephtys hombergii,136
851,site_54.18_11.75,2-8-2005,Nephtys hombergii,153
852,site_54.18_11.75,2-12-1999,Nephtys longosetosa,14
853,site_54.18_11.75,11-3-1998,Nereimyra punctata,9
854,site_54.18_11.75,2-12-1999,Nereimyra punctata,1
855,site_54.18_11.75,11-16-1999,Nereimyra punctata,3
856,site_54.18_11.75,2-18-2000,Nereimyra punctata,1
857,site_54.18_11.75,8-30-2000,Nereimyra punctata,3
858,site_54.18_11.75,10-25-2000,Nereimyra punctata,1
859,site_54.18_11.75,3-27-2001,Nereimyra punctata,7
860,site_54.18_11.75,6-28-2001,Nereimyra punctata,14
861,site_54.18_11.75,10-26-2001,Nereimyra punctata,7
862,site_54.18_11.75,2-5-2002,Nereimyra punctata,10
863,site_54.18_11.75,2-14-2003,Nereimyra punctata,1
864,site_54.18_11.75,10-14-2003,Nereimyra punctata,20
865,site_54.18_11.75,2-13-2004,Nereimyra punctata,7
866,site_54.18_11.75,8-21-2004,Nereimyra punctata,1
867,site_54.18_11.75,10-30-2004,Nereimyra punctata,1
868,site_54.18_11.75,2-8-2005,Nereimyra punctata,1
869,site_54.18_11.75,10-26-2001,Nymphon brevirostre,3
870,site_54.18_11.75,8-21-2004,Nymphon brevirostre,1
871,site_54.18_11.75,2-8-2005,Nymphon brevirostre,1
872,site_54.18_11.75,2-8-2005,Odostomia rissoides,1
873,site_54.18_11.75,3-16-1999,Opercularella lacerata,1
874,site_54.18_11.75,10-26-2001,Opercularella lacerata,1
875,site_54.18_11.75,2-5-2002,Opercularella lacerata,1
876,site_54.18_11.75,2-14-2003,Opercularella lacerata,1
877,site_54.18_11.75,10-14-2003,Opercularella lacerata,1
878,site_54.18_11.75,8-30-2000,Opercularella pumila,1
879,site_54.18_11.75,2-18-2000,Ophiura albida,3
880,site_54.18_11.75,8-30-2000,Ophiura albida,3
881,site_54.18_11.75,10-26-2001,Ophiura albida,3
882,site_54.18_11.75,2-5-2002,Ophiura albida,1
883,site_54.18_11.75,2-8-2005,Ophiura albida,1
