,site,scientificnameaccepted,yearcollected,Count (Dmnless)
2042,site_54.71_13.95,Eteone longa,1991,25
2043,site_54.71_13.95,Fabricia stellaris,1980,9
2044,site_54.71_13.95,Fabricia stellaris,1986,13
2045,site_54.71_13.95,Fabricia stellaris,1992,41
2046,site_54.71_13.95,Fabricia stellaris,1993,1802
2047,site_54.71_13.95,Fabricia stellaris,1994,698
2048,site_54.71_13.95,Gammarus oceanicus,1986,18
2049,site_54.71_13.95,Halicryptus spinulosus,1981,3
2050,site_54.71_13.95,Halicryptus spinulosus,1986,22
2051,site_54.71_13.95,Halicryptus spinulosus,1989,6
2052,site_54.71_13.95,Halicryptus spinulosus,1990,26
2053,site_54.71_13.95,Halicryptus spinulosus,1991,35
2054,site_54.71_13.95,Halicryptus spinulosus,1992,22
2055,site_54.71_13.95,Halicryptus spinulosus,1993,47
2056,site_54.71_13.95,Halicryptus spinulosus,1994,63
2057,site_54.71_13.95,Hediste diversicolor,1990,12
2058,site_54.71_13.95,Hediste diversicolor,1991,1714
2059,site_54.71_13.95,Hediste diversicolor,1993,22
2060,site_54.71_13.95,Hediste diversicolor,1994,44
2061,site_54.71_13.95,Heteromastus filiformis,1980,9
2062,site_54.71_13.95,Hydrobia ulvae,1981,3
2063,site_54.71_13.95,Hydrobia ulvae,1986,9
2064,site_54.71_13.95,Hydrobia ulvae,1989,1134
2065,site_54.71_13.95,Hydrobia ulvae,1990,2737
2066,site_54.71_13.95,Hydrobia ulvae,1991,965
2067,site_54.71_13.95,Hydrobia ulvae,1992,35
2068,site_54.71_13.95,Hydrobia ulvae,1993,1525
2069,site_54.71_13.95,Hydrobia ulvae,1994,547
2070,site_54.71_13.95,Idotea balthica,1980,3
2071,site_54.71_13.95,Lineus ruber,1980,12
2072,site_54.71_13.95,Macoma balthica,1980,287
2073,site_54.71_13.95,Macoma balthica,1981,284
2074,site_54.71_13.95,Macoma balthica,1986,308
2075,site_54.71_13.95,Macoma balthica,1987,407
2076,site_54.71_13.95,Macoma balthica,1988,132
2077,site_54.71_13.95,Macoma balthica,1989,607
2078,site_54.71_13.95,Macoma balthica,1990,202
2079,site_54.71_13.95,Macoma balthica,1991,88
2080,site_54.71_13.95,Macoma balthica,1992,47
2081,site_54.71_13.95,Macoma balthica,1993,557
2082,site_54.71_13.95,Macoma balthica,1994,912
2083,site_54.71_13.95,Marenzelleria neglecta,1993,9
2084,site_54.71_13.95,Mya arenaria,1981,6
2085,site_54.71_13.95,Mya arenaria,1987,6
2086,site_54.71_13.95,Mya arenaria,1989,18
2087,site_54.71_13.95,Mya arenaria,1990,3
2088,site_54.71_13.95,Mya arenaria,1991,79
2089,site_54.71_13.95,Mya arenaria,1993,6
2090,site_54.71_13.95,Mya arenaria,1994,6
2091,site_54.71_13.95,Mytilus edulis,1980,1972
2092,site_54.71_13.95,Mytilus edulis,1981,3
2093,site_54.71_13.95,Mytilus edulis,1986,1117
2094,site_54.71_13.95,Mytilus edulis,1987,23
2095,site_54.71_13.95,Mytilus edulis,1988,2573
2096,site_54.71_13.95,Mytilus edulis,1989,70
2097,site_54.71_13.95,Mytilus edulis,1990,12
2098,site_54.71_13.95,Mytilus edulis,1991,85
2099,site_54.71_13.95,Mytilus edulis,1992,575
2100,site_54.71_13.95,Mytilus edulis,1993,129
2101,site_54.71_13.95,Mytilus edulis,1994,1387
2102,site_54.71_13.95,Nemertina,1986,5
2103,site_54.71_13.95,Nemertina,1989,3
2104,site_54.71_13.95,Nemertina,1991,3
2105,site_54.71_13.95,Nemertina,1994,9
2106,site_54.71_13.95,Nephtys,1989,3
2107,site_54.71_13.95,Oligochaeta,1980,49
2108,site_54.71_13.95,Oligochaeta,1981,6
2109,site_54.71_13.95,Oligochaeta,1986,418
2110,site_54.71_13.95,Oligochaeta,1987,32
2111,site_54.71_13.95,Oligochaeta,1988,12
2112,site_54.71_13.95,Oligochaeta,1989,220
2113,site_54.71_13.95,Oligochaeta,1990,105
2114,site_54.71_13.95,Oligochaeta,1991,336
2115,site_54.71_13.95,Oligochaeta,1992,60
2116,site_54.71_13.95,Oligochaeta,1993,711
2117,site_54.71_13.95,Oligochaeta,1994,214
2118,site_54.71_13.95,Polydora,1992,9
2119,site_54.71_13.95,Pontoporeia femorata,1987,44
2120,site_54.71_13.95,Pygospio elegans,1980,21
2121,site_54.71_13.95,Pygospio elegans,1981,6
2122,site_54.71_13.95,Pygospio elegans,1986,804
2123,site_54.71_13.95,Pygospio elegans,1987,1163
2124,site_54.71_13.95,Pygospio elegans,1988,29
2125,site_54.71_13.95,Pygospio elegans,1989,1441
2126,site_54.71_13.95,Pygospio elegans,1990,225
2127,site_54.71_13.95,Pygospio elegans,1991,667
2128,site_54.71_13.95,Pygospio elegans,1992,289
2129,site_54.71_13.95,Pygospio elegans,1993,4802
2130,site_54.71_13.95,Pygospio elegans,1994,4903
2131,site_54.71_13.95,Saduria entomon,1980,3
2132,site_54.71_13.95,Saduria entomon,1986,53
2133,site_54.71_13.95,Saduria entomon,1987,6
2134,site_54.71_13.95,Scoloplos armiger,1980,67
2135,site_54.71_13.95,Scoloplos armiger,1981,41
2136,site_54.71_13.95,Scoloplos armiger,1986,106
2137,site_54.71_13.95,Scoloplos armiger,1987,53
2138,site_54.71_13.95,Scoloplos armiger,1989,56
2139,site_54.71_13.95,Scoloplos armiger,1990,82
2140,site_54.71_13.95,Scoloplos armiger,1991,412
2141,site_54.71_13.95,Scoloplos armiger,1994,28
2142,site_54.71_13.95,Sphaerodoropsis baltica,1993,6
2143,site_54.71_13.95,Sphaeroma hookeri,1986,9
2144,site_54.72_13.7,Ampharete baltica,1999,145
2145,site_54.72_13.7,Bylgides sarsi,1999,82
2146,site_54.72_13.7,Capitella capitata,1999,3
2147,site_54.72_13.7,Diastylis rathkei,1999,572
2148,site_54.72_13.7,Halicryptus spinulosus,1999,41
2149,site_54.72_13.7,Hydrobia ulvae,1999,35
2150,site_54.72_13.7,Macoma balthica,1999,582
2151,site_54.72_13.7,Mya arenaria,1999,104
2152,site_54.72_13.7,Mysis mixta,1999,1
2153,site_54.72_13.7,Mytilus edulis,1999,3
2154,site_54.72_13.7,Polydora ciliata,1999,3
2155,site_54.72_13.7,Pontoporeia femorata,1999,167
2156,site_54.72_13.7,Priapulus caudatus,1999,19
2157,site_54.72_13.7,Pygospio elegans,1999,113
2158,site_54.72_13.7,Scoloplos armiger,1999,151
2159,site_54.72_13.7,Terebellides stroemii,1999,481
2160,site_54.73_12.79,Abra alba,2003,3
2161,site_54.73_12.79,Acanthodoris pilosa,1991,3
2162,site_54.73_12.79,Acanthodoris pilosa,2002,1
2163,site_54.73_12.79,Acanthodoris pilosa,2003,1
2164,site_54.73_12.79,Alcyonidium polyoum,1998,1
2165,site_54.73_12.79,Alcyonidium polyoum,1999,1
2166,site_54.73_12.79,Alcyonidium polyoum,2000,1
2167,site_54.73_12.79,Alcyonidium polyoum,2001,1
2168,site_54.73_12.79,Alcyonidium polyoum,2002,1
2169,site_54.73_12.79,Amauropsis islandica,1987,3
2170,site_54.73_12.79,Ampharete baltica,1984,26
2171,site_54.73_12.79,Ampharete baltica,1990,3
2172,site_54.73_12.79,Ampharete baltica,1991,7
2173,site_54.73_12.79,Ampharete baltica,1993,10
2174,site_54.73_12.79,Ampharete baltica,1994,7
2175,site_54.73_12.79,Ampharete baltica,1995,2
2176,site_54.73_12.79,Ampharete baltica,1997,34
2177,site_54.73_12.79,Ampharete baltica,1998,20
2178,site_54.73_12.79,Ampharete baltica,1999,170
2179,site_54.73_12.79,Ampharete baltica,2000,524
2180,site_54.73_12.79,Ampharete baltica,2001,204
2181,site_54.73_12.79,Ampharete baltica,2002,136
2182,site_54.73_12.79,Ampharete baltica,2003,34
2183,site_54.73_12.79,Ampharete baltica,2004,95
2184,site_54.73_12.79,Arctica islandica,2004,3
2185,site_54.73_12.79,Arenicola marina,1998,3
2186,site_54.73_12.79,Arenicola marina,2000,1
2187,site_54.73_12.79,Arenicola marina,2001,1
2188,site_54.73_12.79,Arenicola marina,2002,17
2189,site_54.73_12.79,Arenicola marina,2003,3
2190,site_54.73_12.79,Arenicola marina,2004,1
2191,site_54.73_12.79,Aricidea cerrutii,1993,2
2192,site_54.73_12.79,Aricidea cerrutii,1997,20
2193,site_54.73_12.79,Aricidea cerrutii,1998,10
2194,site_54.73_12.79,Aricidea cerrutii,1999,10
2195,site_54.73_12.79,Aricidea suecica,1989,6
2196,site_54.73_12.79,Aricidea suecica,1994,3
2197,site_54.73_12.79,Aricidea suecica,1995,9
2198,site_54.73_12.79,Aricidea suecica,2001,31
2199,site_54.73_12.79,Aricidea suecica,2002,41
2200,site_54.73_12.79,Aricidea suecica,2003,34
2201,site_54.73_12.79,Aricidea suecica,2004,10
2202,site_54.73_12.79,Astarte borealis,1980,44
2203,site_54.73_12.79,Astarte borealis,1981,44
2204,site_54.73_12.79,Astarte borealis,1982,65
2205,site_54.73_12.79,Astarte borealis,1983,123
2206,site_54.73_12.79,Astarte borealis,1984,97
2207,site_54.73_12.79,Astarte borealis,1986,141
2208,site_54.73_12.79,Astarte borealis,1987,6
2209,site_54.73_12.79,Astarte borealis,1988,56
2210,site_54.73_12.79,Astarte borealis,1989,15
2211,site_54.73_12.79,Astarte borealis,1990,85
2212,site_54.73_12.79,Astarte borealis,1991,214
2213,site_54.73_12.79,Astarte borealis,1992,18
2214,site_54.73_12.79,Astarte borealis,1993,376
2215,site_54.73_12.79,Astarte borealis,1994,405
2216,site_54.73_12.79,Astarte borealis,1995,235
2217,site_54.73_12.79,Astarte borealis,1997,153
2218,site_54.73_12.79,Astarte borealis,1998,146
2219,site_54.73_12.79,Astarte borealis,1999,224
2220,site_54.73_12.79,Astarte borealis,2000,180
2221,site_54.73_12.79,Astarte borealis,2001,190
2222,site_54.73_12.79,Astarte borealis,2002,136
2223,site_54.73_12.79,Astarte borealis,2003,133
2224,site_54.73_12.79,Astarte borealis,2004,160
2225,site_54.73_12.79,Astarte elliptica,1980,27
2226,site_54.73_12.79,Astarte elliptica,1981,50
2227,site_54.73_12.79,Astarte elliptica,1982,24
2228,site_54.73_12.79,Astarte elliptica,1983,56
2229,site_54.73_12.79,Astarte elliptica,1998,1
2230,site_54.73_12.79,Astarte montagui,2001,20
2231,site_54.73_12.79,Asterias rubens,1991,10
2232,site_54.73_12.79,Asterias rubens,1997,3
2233,site_54.73_12.79,Asterias rubens,2000,1
2234,site_54.73_12.79,Asterias rubens,2001,1
2235,site_54.73_12.79,Asterias rubens,2002,7
2236,site_54.73_12.79,Asterias rubens,2003,27
2237,site_54.73_12.79,Asterias rubens,2004,1
2238,site_54.73_12.79,Balanus crenatus,1998,17
2239,site_54.73_12.79,Balanus crenatus,1999,1
2240,site_54.73_12.79,Balanus crenatus,2000,1
2241,site_54.73_12.79,Balanus crenatus,2001,1
2242,site_54.73_12.79,Balanus crenatus,2002,3
2243,site_54.73_12.79,Balanus crenatus,2003,1
2244,site_54.73_12.79,Balanus improvisus,1991,3
2245,site_54.73_12.79,Balanus improvisus,1997,27
2246,site_54.73_12.79,Bathyporeia pilosa,1982,18
2247,site_54.73_12.79,Bathyporeia pilosa,1994,3
2248,site_54.73_12.79,Bathyporeia pilosa,1995,3
2249,site_54.73_12.79,Bathyporeia pilosa,1998,7
2250,site_54.73_12.79,Bougainvillia ramosa,2003,1
2251,site_54.73_12.79,Bylgides sarsi,1980,26
2252,site_54.73_12.79,Bylgides sarsi,1981,3
2253,site_54.73_12.79,Bylgides sarsi,1982,15
2254,site_54.73_12.79,Bylgides sarsi,1983,15
2255,site_54.73_12.79,Bylgides sarsi,1986,22
2256,site_54.73_12.79,Bylgides sarsi,1991,51
2257,site_54.73_12.79,Bylgides sarsi,1993,2
2258,site_54.73_12.79,Bylgides sarsi,1994,14
2259,site_54.73_12.79,Bylgides sarsi,1995,3
2260,site_54.73_12.79,Bylgides sarsi,1997,7
2261,site_54.73_12.79,Bylgides sarsi,1998,1
2262,site_54.73_12.79,Bylgides sarsi,1999,24
2263,site_54.73_12.79,Bylgides sarsi,2000,14
2264,site_54.73_12.79,Bylgides sarsi,2001,3
2265,site_54.73_12.79,Bylgides sarsi,2002,7
2266,site_54.73_12.79,Bylgides sarsi,2003,3
2267,site_54.73_12.79,Callopora lineata,2003,1
2268,site_54.73_12.79,Capitella capitata,1982,3
2269,site_54.73_12.79,Capitella capitata,1994,3
2270,site_54.73_12.79,Capitella capitata,1995,2
2271,site_54.73_12.79,Capitella capitata,1997,27
2272,site_54.73_12.79,Capitella capitata,1998,7
2273,site_54.73_12.79,Capitella capitata,1999,7
2274,site_54.73_12.79,Capitella capitata,2002,3
2275,site_54.73_12.79,Capitella capitata,2003,17
2276,site_54.73_12.79,Cerastoderma glaucum,1989,457
2277,site_54.73_12.79,Cerastoderma glaucum,1990,730
2278,site_54.73_12.79,Cerastoderma glaucum,1991,167
2279,site_54.73_12.79,Cerastoderma glaucum,1992,48
2280,site_54.73_12.79,Cerastoderma glaucum,1993,18
2281,site_54.73_12.79,Cerastoderma glaucum,1994,3
2282,site_54.73_12.79,Cerastoderma glaucum,1995,7
2283,site_54.73_12.79,Cerastoderma glaucum,1998,1
2284,site_54.73_12.79,Cerastoderma glaucum,2004,58
2285,site_54.73_12.79,Clytia hemisphaerica,1999,1
2286,site_54.73_12.79,Corophium crassicorne,1993,10
2287,site_54.73_12.79,Corophium crassicorne,1994,7
2288,site_54.73_12.79,Corophium crassicorne,1997,17
2289,site_54.73_12.79,Corophium crassicorne,1998,14
2290,site_54.73_12.79,Corophium crassicorne,2000,228
2291,site_54.73_12.79,Corophium crassicorne,2001,160
2292,site_54.73_12.79,Corophium crassicorne,2003,3
2293,site_54.73_12.79,Corophium crassicorne,2004,78
2294,site_54.73_12.79,Corophium insidiosum,1984,18
2295,site_54.73_12.79,Corophium volutator,1983,3
2296,site_54.73_12.79,Corophium volutator,1995,41
2297,site_54.73_12.79,Crangon crangon,1989,3
2298,site_54.73_12.79,Crangon crangon,1990,3
2299,site_54.73_12.79,Crangon crangon,1991,3
2300,site_54.73_12.79,Crangon crangon,1992,5
2301,site_54.73_12.79,Crangon crangon,1994,3
2302,site_54.73_12.79,Crangon crangon,1995,12
2303,site_54.73_12.79,Crangon crangon,1998,1
2304,site_54.73_12.79,Crangon crangon,1999,1
2305,site_54.73_12.79,Crangon crangon,2000,1
2306,site_54.73_12.79,Crangon crangon,2001,1
2307,site_54.73_12.79,Crangon crangon,2002,1
2308,site_54.73_12.79,Crangon crangon,2003,7
2309,site_54.73_12.79,Crangon crangon,2004,1
2310,site_54.73_12.79,Diastylis rathkei,1980,35
2311,site_54.73_12.79,Diastylis rathkei,1981,18
2312,site_54.73_12.79,Diastylis rathkei,1982,41
2313,site_54.73_12.79,Diastylis rathkei,1983,191
2314,site_54.73_12.79,Diastylis rathkei,1984,44
2315,site_54.73_12.79,Diastylis rathkei,1986,13
2316,site_54.73_12.79,Diastylis rathkei,1987,15
2317,site_54.73_12.79,Diastylis rathkei,1988,3
2318,site_54.73_12.79,Diastylis rathkei,1990,6
2319,site_54.73_12.79,Diastylis rathkei,1991,3
2320,site_54.73_12.79,Diastylis rathkei,1994,139
2321,site_54.73_12.79,Diastylis rathkei,1995,473
2322,site_54.73_12.79,Diastylis rathkei,1997,364
2323,site_54.73_12.79,Diastylis rathkei,1998,20
2324,site_54.73_12.79,Diastylis rathkei,1999,105
2325,site_54.73_12.79,Diastylis rathkei,2000,184
2326,site_54.73_12.79,Diastylis rathkei,2001,27
2327,site_54.73_12.79,Diastylis rathkei,2002,95
2328,site_54.73_12.79,Diastylis rathkei,2003,235
2329,site_54.73_12.79,Diastylis rathkei,2004,17
2330,site_54.73_12.79,Electra crustulenta,1998,1
2331,site_54.73_12.79,Electra crustulenta,2000,1
2332,site_54.73_12.79,Electra crustulenta,2001,1
2333,site_54.73_12.79,Electra crustulenta,2002,1
2334,site_54.73_12.79,Electra crustulenta,2003,1
2335,site_54.73_12.79,Electra pilosa,2003,1
2336,site_54.73_12.79,Eteone longa,1982,3
2337,site_54.73_12.79,Eteone longa,1992,3
2338,site_54.73_12.79,Eteone longa,1993,14
2339,site_54.73_12.79,Eteone longa,1994,37
2340,site_54.73_12.79,Eteone longa,1995,27
2341,site_54.73_12.79,Eteone longa,1997,20
2342,site_54.73_12.79,Eteone longa,1998,31
2343,site_54.73_12.79,Eteone longa,1999,7
2344,site_54.73_12.79,Eteone longa,2000,3
2345,site_54.73_12.79,Eteone longa,2001,10
2346,site_54.73_12.79,Eteone longa,2002,20
2347,site_54.73_12.79,Eteone longa,2003,10
2348,site_54.73_12.79,Eucratea loricata,2001,1
2349,site_54.73_12.79,Eucratea loricata,2003,1
2350,site_54.73_12.79,Eucratea loricata,2004,1
2351,site_54.73_12.79,Eulalia bilineata,2000,7
2352,site_54.73_12.79,Facelina bostoniensis,2003,10
2353,site_54.73_12.79,Gammarellus homari,2003,3
2354,site_54.73_12.79,Gammarus oceanicus,1984,9
2355,site_54.73_12.79,Gammarus oceanicus,1989,3
2356,site_54.73_12.79,Gammarus oceanicus,1990,3
2357,site_54.73_12.79,Gammarus oceanicus,1991,17
2358,site_54.73_12.79,Gammarus oceanicus,1998,3
2359,site_54.73_12.79,Gammarus oceanicus,1999,1
2360,site_54.73_12.79,Gammarus oceanicus,2000,1
2361,site_54.73_12.79,Gammarus oceanicus,2001,1
2362,site_54.73_12.79,Gammarus oceanicus,2002,1
2363,site_54.73_12.79,Gammarus salinus,1983,18
2364,site_54.73_12.79,Gammarus salinus,1991,48
2365,site_54.73_12.79,Gammarus salinus,1993,2
2366,site_54.73_12.79,Gammarus salinus,1994,37
2367,site_54.73_12.79,Gammarus salinus,1995,7
2368,site_54.73_12.79,Gammarus salinus,1997,10
2369,site_54.73_12.79,Gammarus salinus,1998,116
2370,site_54.73_12.79,Gammarus salinus,1999,3
2371,site_54.73_12.79,Gammarus salinus,2000,3
2372,site_54.73_12.79,Gammarus salinus,2001,7
2373,site_54.73_12.79,Gammarus salinus,2002,34
2374,site_54.73_12.79,Gammarus zaddachi,1993,2
2375,site_54.73_12.79,Gammarus zaddachi,1998,20
2376,site_54.73_12.79,Gammarus zaddachi,1999,1
2377,site_54.73_12.79,Gammarus zaddachi,2000,1
2378,site_54.73_12.79,Gammarus zaddachi,2002,1
2379,site_54.73_12.79,Gastrosaccus spinifer,1994,95
2380,site_54.73_12.79,Gastrosaccus spinifer,1997,34
2381,site_54.73_12.79,Gastrosaccus spinifer,1998,17
2382,site_54.73_12.79,Gastrosaccus spinifer,2003,3
2383,site_54.73_12.79,Gastrosaccus spinifer,2004,3
2384,site_54.73_12.79,Halacaridae,2003,1
2385,site_54.73_12.79,Halicryptus spinulosus,1982,3
2386,site_54.73_12.79,Halicryptus spinulosus,1986,9
2387,site_54.73_12.79,Halicryptus spinulosus,1991,3
2388,site_54.73_12.79,Halicryptus spinulosus,1992,3
2389,site_54.73_12.79,Halicryptus spinulosus,1993,6
2390,site_54.73_12.79,Halicryptus spinulosus,1995,7
2391,site_54.73_12.79,Halicryptus spinulosus,1997,10
2392,site_54.73_12.79,Halicryptus spinulosus,1998,3
2393,site_54.73_12.79,Halicryptus spinulosus,1999,3
2394,site_54.73_12.79,Halicryptus spinulosus,2000,27
2395,site_54.73_12.79,Halicryptus spinulosus,2001,14
2396,site_54.73_12.79,Halicryptus spinulosus,2002,3
2397,site_54.73_12.79,Halicryptus spinulosus,2003,7
2398,site_54.73_12.79,Halicryptus spinulosus,2004,10
2399,site_54.73_12.79,Halisarca dujardinii,2003,1
2400,site_54.73_12.79,Halitholus yoldiaarcticae,1997,1
2401,site_54.73_12.79,Halitholus yoldiaarcticae,1998,1
2402,site_54.73_12.79,Harmothoe imbricata,1991,48
2403,site_54.73_12.79,Harmothoe imbricata,1997,27
2404,site_54.73_12.79,Harmothoe imbricata,1998,1
2405,site_54.73_12.79,Harmothoe imbricata,2000,1
2406,site_54.73_12.79,Harmothoe imbricata,2001,3
2407,site_54.73_12.79,Harmothoe imbricata,2002,1
2408,site_54.73_12.79,Harmothoe imbricata,2003,10
2409,site_54.73_12.79,Harmothoe impar,2000,3
2410,site_54.73_12.79,Harmothoe impar,2002,7
2411,site_54.73_12.79,Hartlaubella gelatinosa,2000,1
2412,site_54.73_12.79,Hartlaubella gelatinosa,2001,1
2413,site_54.73_12.79,Hartlaubella gelatinosa,2002,1
2414,site_54.73_12.79,Hartlaubella gelatinosa,2003,1
2415,site_54.73_12.79,Hediste diversicolor,1991,10
2416,site_54.73_12.79,Hediste diversicolor,1992,3
2417,site_54.73_12.79,Hediste diversicolor,1993,37
2418,site_54.73_12.79,Hediste diversicolor,1994,27
2419,site_54.73_12.79,Hediste diversicolor,1995,5
2420,site_54.73_12.79,Hediste diversicolor,1997,17
2421,site_54.73_12.79,Hediste diversicolor,1998,20
2422,site_54.73_12.79,Hediste diversicolor,2000,3
2423,site_54.73_12.79,Hediste diversicolor,2001,27
2424,site_54.73_12.79,Hediste diversicolor,2002,14
2425,site_54.73_12.79,Heteromastus filiformis,1990,3
2426,site_54.73_12.79,Heteromastus filiformis,1994,3
2427,site_54.73_12.79,Heteromastus filiformis,1995,2
2428,site_54.73_12.79,Heteromastus filiformis,2004,7
2429,site_54.73_12.79,Hydrobia ulvae,1980,3
2430,site_54.73_12.79,Hydrobia ulvae,1981,9
2431,site_54.73_12.79,Hydrobia ulvae,1982,3
2432,site_54.73_12.79,Hydrobia ulvae,1983,9
2433,site_54.73_12.79,Hydrobia ulvae,1984,136
2434,site_54.73_12.79,Hydrobia ulvae,1988,9
2435,site_54.73_12.79,Hydrobia ulvae,1989,2083
2436,site_54.73_12.79,Hydrobia ulvae,1990,3132
2437,site_54.73_12.79,Hydrobia ulvae,1991,4048
2438,site_54.73_12.79,Hydrobia ulvae,1992,10059
2439,site_54.73_12.79,Hydrobia ulvae,1993,4992
2440,site_54.73_12.79,Hydrobia ulvae,1994,1466
2441,site_54.73_12.79,Hydrobia ulvae,1995,3289
2442,site_54.73_12.79,Hydrobia ulvae,1997,1020
2443,site_54.73_12.79,Hydrobia ulvae,1998,1748
2444,site_54.73_12.79,Hydrobia ulvae,1999,599
2445,site_54.73_12.79,Hydrobia ulvae,2000,286
2446,site_54.73_12.79,Hydrobia ulvae,2001,391
2447,site_54.73_12.79,Hydrobia ulvae,2002,1000
2448,site_54.73_12.79,Hydrobia ulvae,2003,745
2449,site_54.73_12.79,Hydrobia ulvae,2004,303
2450,site_54.73_12.79,Jaera albifrons,1991,10
2451,site_54.73_12.79,Jaera albifrons,1999,1
2452,site_54.73_12.79,Jaera albifrons,2000,7
2453,site_54.73_12.79,Jaera albifrons,2001,7
2454,site_54.73_12.79,Jaera albifrons,2002,1
2455,site_54.73_12.79,Lafoeina tenuis,2001,1
2456,site_54.73_12.79,Lagis koreni,2002,323
2457,site_54.73_12.79,Lagis koreni,2003,262
2458,site_54.73_12.79,Lagis koreni,2004,3
2459,site_54.73_12.79,Lamellidoris muricata,1997,7
2460,site_54.73_12.79,Laomedea flexuosa,1997,1
2461,site_54.73_12.79,Laomedea flexuosa,1998,1
2462,site_54.73_12.79,Lineus ruber,1980,3
2463,site_54.73_12.79,Lineus ruber,1984,5
2464,site_54.73_12.79,Lineus ruber,1986,5
2465,site_54.73_12.79,Lineus ruber,2001,3
2466,site_54.73_12.79,Lineus ruber,2002,24
2467,site_54.73_12.79,Lineus ruber,2003,17
2468,site_54.73_12.79,Lineus ruber,2004,24
2469,site_54.73_12.79,Macoma balthica,1980,149
2470,site_54.73_12.79,Macoma balthica,1981,284
2471,site_54.73_12.79,Macoma balthica,1982,352
2472,site_54.73_12.79,Macoma balthica,1983,179
2473,site_54.73_12.79,Macoma balthica,1984,229
2474,site_54.73_12.79,Macoma balthica,1986,132
2475,site_54.73_12.79,Macoma balthica,1987,9
2476,site_54.73_12.79,Macoma balthica,1988,3
2477,site_54.73_12.79,Macoma balthica,1989,3
2478,site_54.73_12.79,Macoma balthica,1990,9
2479,site_54.73_12.79,Macoma balthica,1991,3
2480,site_54.73_12.79,Macoma balthica,1992,33
2481,site_54.73_12.79,Macoma balthica,1993,104
2482,site_54.73_12.79,Macoma balthica,1994,146
2483,site_54.73_12.79,Macoma balthica,1995,241
2484,site_54.73_12.79,Macoma balthica,1997,269
2485,site_54.73_12.79,Macoma balthica,1998,235
2486,site_54.73_12.79,Macoma balthica,1999,170
2487,site_54.73_12.79,Macoma balthica,2000,235
2488,site_54.73_12.79,Macoma balthica,2001,170
2489,site_54.73_12.79,Macoma balthica,2002,228
2490,site_54.73_12.79,Macoma balthica,2003,156
2491,site_54.73_12.79,Macoma balthica,2004,167
2492,site_54.73_12.79,Marenzelleria neglecta,1993,4
2493,site_54.73_12.79,Marenzelleria neglecta,1994,34
2494,site_54.73_12.79,Marenzelleria neglecta,1995,14
2495,site_54.73_12.79,Microdeutopus gryllotalpa,2000,1
2496,site_54.73_12.79,Molgula manhattensis,2001,1
2497,site_54.73_12.79,Monoporeia affinis,1982,3
2498,site_54.73_12.79,Musculus discors,2003,1
2499,site_54.73_12.79,Mya arenaria,1980,167
2500,site_54.73_12.79,Mya arenaria,1981,85
2501,site_54.73_12.79,Mya arenaria,1982,138
2502,site_54.73_12.79,Mya arenaria,1983,44
2503,site_54.73_12.79,Mya arenaria,1984,9
2504,site_54.73_12.79,Mya arenaria,1986,22
2505,site_54.73_12.79,Mya arenaria,1987,12
2506,site_54.73_12.79,Mya arenaria,1989,715
2507,site_54.73_12.79,Mya arenaria,1990,1043
2508,site_54.73_12.79,Mya arenaria,1991,425
2509,site_54.73_12.79,Mya arenaria,1992,1599
2510,site_54.73_12.79,Mya arenaria,1993,1218
2511,site_54.73_12.79,Mya arenaria,1994,320
2512,site_54.73_12.79,Mya arenaria,1995,364
2513,site_54.73_12.79,Mya arenaria,1997,177
2514,site_54.73_12.79,Mya arenaria,1998,153
2515,site_54.73_12.79,Mya arenaria,1999,156
2516,site_54.73_12.79,Mya arenaria,2000,75
2517,site_54.73_12.79,Mya arenaria,2001,27
2518,site_54.73_12.79,Mya arenaria,2002,34
2519,site_54.73_12.79,Mya arenaria,2003,3
2520,site_54.73_12.79,Mya arenaria,2004,231
2521,site_54.73_12.79,Mysella bidentata,1987,26
2522,site_54.73_12.79,Mysella bidentata,2003,7
2523,site_54.73_12.79,Mysella bidentata,2004,3
2524,site_54.73_12.79,Mysis mixta,2000,1
2525,site_54.73_12.79,Mysis mixta,2001,1
2526,site_54.73_12.79,Mytilus edulis,1980,79
2527,site_54.73_12.79,Mytilus edulis,1981,170
2528,site_54.73_12.79,Mytilus edulis,1982,478
2529,site_54.73_12.79,Mytilus edulis,1983,185
2530,site_54.73_12.79,Mytilus edulis,1984,893
2531,site_54.73_12.79,Mytilus edulis,1986,48
2532,site_54.73_12.79,Mytilus edulis,1987,85
2533,site_54.73_12.79,Mytilus edulis,1988,3
2534,site_54.73_12.79,Mytilus edulis,1989,234
2535,site_54.73_12.79,Mytilus edulis,1990,229
2536,site_54.73_12.79,Mytilus edulis,1991,5248
2537,site_54.73_12.79,Mytilus edulis,1992,332
2538,site_54.73_12.79,Mytilus edulis,1993,224
2539,site_54.73_12.79,Mytilus edulis,1994,595
2540,site_54.73_12.79,Mytilus edulis,1995,663
2541,site_54.73_12.79,Mytilus edulis,1997,1806
2542,site_54.73_12.79,Mytilus edulis,1998,1857
2543,site_54.73_12.79,Mytilus edulis,1999,963
2544,site_54.73_12.79,Mytilus edulis,2000,1156
2545,site_54.73_12.79,Mytilus edulis,2001,1204
2546,site_54.73_12.79,Mytilus edulis,2002,194
2547,site_54.73_12.79,Mytilus edulis,2003,180
2548,site_54.73_12.79,Mytilus edulis,2004,139
2549,site_54.73_12.79,Nais elinguis,2002,7
